,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
74193,A2UAD591VYHF6U,B000OTAJTO,"Carly M. Simes ""booklvr""",0,0,I have been purchasing this from Amazon for a couple of years now. The amount you get for the price is amazing. I will continue to purchase this item.,5.0,Great value,1380153600,"09 26, 2013"
45183,A36H8G9VVK00IL,B000EZUQLY,Mysotis,0,0,Luv this stuff,5.0,Great,1405123200,"07 12, 2014"
302474,A37071Q86HR6FU,B00ARTK9FK,Alan Hawkins,0,1,Very good strong paper towels. very absorbent and durable.I would make these my regular brand.Give them a try and see the difference.,5.0,great,1366761600,"04 24, 2013"
44096,A1TY3KN1CYPDWZ,B000EJNUR2,M. Giganti,4,4,"Works better than the $500 one I bought from the dentist. This one helps me NOT to clench my teeth. Would recommend it. Buying a second one for back up. The low profile is perfect for my small mouth. Comfortable. Have not had any trouble with it falling out. Maybe because I only clench my teeth, not grind. Anyway, I think it is a good investment.",5.0,Why spend $500?,1234828800,"02 17, 2009"
309231,A2F5JMHCQ4VTCR,B00BPAO48S,"kinzie ""buck""",1,2,"If you wetshave, and wish to use a NICE cream or soap, this is a stellar choice. For newbies, or those that want an easy to build lather, that won't dissapate in a few minutes, that hydrates and cushions your face from blade very well, this is an awesome choice.I'd catagorize this as luxury. Every wet shaver Must have one luxury soap or cream in their rotation.  TOBS creams are awesome. The grapefruit citrus scent is very nice, and not to powdery or ""modelled"", like one may expect.  A little bit goes a loooong way.It likes a soft brush when whipped in a bowl, or on the face, although I prefer the former.Sometimes I shave with the door open and the wife catches the scent and comments how she loves the scent.""Luxury"" because it costs more, lathers better, smells better, and just feels that way.Its nicer than something basic like proraso. But one can't go without proraso.  Its just in a different catagory.  Its certainly nicer than any shave stick, like palmolive or speick, which are basic and very good. But this is a luxurious and refined cream.My personal favorite ""benchmark"" soap/cream would be tabac soap. A bit more technique is required to build a lather, which is the ""slipperiest and cushioniest"" luxurious of lather.It's a staple in my rotation as well. My benchmark. But for me, the fruity scent, and easy/quick lather of Tobs is a great way to go.",5.0,"luxury, fruity and a fast easy lather.",1375833600,"08 7, 2013"
333589,A2X06FP2PQ6EK0,B00H8MYRJI,"S. A. ROBBINS ""shirley_rw""",0,0,The Tide Pods work well for big loads and really dirty clothes. I would be careful with delicates because of the chance that some colors may run.The Downy works good and makes your clothes smell fresh for a good length of time. It also acts like a softener.The Bounce sheets work better than most other similar products that I have tried. I like the scent of the sheets and the way my clothes smell and feel after having used the Bounce sheets in the dryer.Overall I would highly recommend all these products.,5.0,Great Products.,1402617600,"06 13, 2014"
158109,A2X3L31KCXBHCL,B0029NYQ1K,"R. Song ""R. Song""",0,0,"I hate that time of the month. What makes it worse is all the irritating sanitary products.These pads, however, are not irritating at all. They are very thin, soft and comfortable. Moisture is immediately wicked away from your skin and they hold a lot of fluid. I have never ruined a pair of underwear while using these.The Always Infinity pads are sometimes hard to find, so I am glad Amazon carries them now. And, admittedly, they are more expensive than other pads. They're so worth it. No pad is softer or more comfortable than these.For super heavy night time use, they also have Always Infinity Overnights which are the only pads that will prevent leakage for me at night during the heavy time of the month.There is no other pad on the market as good as these.",5.0,Best Pads Ever!,1316908800,"09 25, 2011"
133201,A2VL3IS2FS4572,B001G4A6T4,Grandma Sally,0,0,I'm not that thrilled with how this cleans.  More expensive than some other products I like better.  I won't buy it again.,3.0,Somewhat disappointed,1387065600,"12 15, 2013"
179770,A1U6RLUA8D5DSX,B002WHOH3U,Gearz,0,0,This product was only available if you had a prescription but you can buy it over the counter and it does a very good job of relieving pain in joints due to arthritis.,5.0,Great Pain Relieving,1329868800,"02 22, 2012"
20081,A2DC2DMFRRUEBK,B00028MKRQ,AarJay,1,1,"This is a fine product, no issues. Description could tell users if it is safe for internal consumption a or not.",5.0,"Good, no issues",1377475200,"08 26, 2013"
165916,A1HM8XPUT6VR4V,B002H5CCKW,BabyPuppyDog,0,0,Charmin is the ONLY bath tissue we use. Would never use any other brands. Strongly recommend to everyone - especially if you have GI health conditions!,5.0,Love Charmin!,1395446400,"03 22, 2014"
170106,AZI22S7R4LXJN,B002N0PXHK,Symbol for Hope,1,1,"Picked this product after looking for a good natural vitamin d source.  This is a great product.  It is light on the stomach, you can take it without eating, and it even tastes ok.  Only downside is that it's much more expensive than the artifical vitamin d3.",4.0,Good product,1332028800,"03 18, 2012"
252278,A3S459EHZONQUI,B005IHJ556,pleinelune,1,1,"I enjoy trying essential oils and this has some of the most basic and most used.  The packaging was wonderful, would have made a great gift (but I kept for myself!).  The oils appear first rate, for example, the peppermint was incredible and very potent. So pleased I tried these.  As I run out, I know I can get individual bottles, but this was a great way to test out which ones I liked best.",5.0,GREAT PRICE to check out essential oils!,1343001600,"07 23, 2012"
303731,A2X97IK093CNIM,B00AYCXL5U,JOliver,0,0,I bought this and my diaper pail stink went away. I love febreze products. First time using this product I love it.,5.0,fixed my stinky diaper pail,1383004800,"10 29, 2013"
250270,A1O6V44YBRJ8W7,B005FAG03G,"noknots ""noknots""",4,7,"I'm a Cancer survivor with lots of damage and they used too many steroids so I can't exercise.  The raspberry ketones with Bitter Melon, Green Coffee Bean Extract and Gymena have done wonders. I've lots 28 pounds, no exercise but I do limit my portions.  This and the combination of the others has done wonders and I challenge you to try it to help you loose weight, and feel good again, almost like when you were young.I have given the info to friends and some are just starting it and a few have noticed a difference already, it works and they are all natural, no chemicals.noknots",5.0,Raspberry Ketones has worked for me,1361750400,"02 25, 2013"
132008,ACSGHYYW0Y2FN,B001FORLJ8,Amazon Customer,0,0,"I've been unable to get these at a drugstore for at least a couple years, and was thrilled to finally find them online.  I get migraines, but not the life-wrecking kind.  They start with a pain behind one eye, then nausea and light-sensitivity.  A pill and one of these sticky gel pads on the forehead, and I go down for a nap, and 3-4 hours later, I'm all better.  But even a regular headache will benefit from using one of these, or if you feel feverish. They work beautifully.  I do wish they stuck to skin a little better, which is why I took away one star.  But I highly recommend these!",4.0,"These are amazing, and hard to find.",1378080000,"09 2, 2013"
334397,A3DNEOS3NO6DFM,B00HFQQ0U6,Golden Hands,0,0,"bought this to remove a few tonsil stones... took just a few squirts of this machine to remove stones from my tonsils... it's messy and machine shakes a ton, but it got rid of those lil buggers really easily.",5.0,great for removing tonsil stones,1398902400,"05 1, 2014"
274268,A2YW1MG1GKU8XD,B007MFDLUW,SweetPea,0,0,"We take Vitamin D3 every day especially during the winter months.  This supplement is proven to help is small and easy to swallow.  The softgels look a little darker than the regular softgels I get (pharmacy brand) but it could be the capsule rather than the liquid itself.Trying this new brand has been a good experience especially when I find their products to be free of GMOs.  There are 360 mini softgels in a bottle that's good price and good quality.  No side effects but good happy days ahead, my family thanks this company :)",5.0,Good mini softgels,1384819200,"11 19, 2013"
270352,A5GPH59NDWJRB,B007A4W53Y,Jenna of the Jungle,2,5,"The pills are large, but they're coated a bit, so I'm okay swallowing them. However, as another reviewer pointed out, the vitamins contain ragweed. Ragweed?! That's crazy. So I looked at the tiny warnings, and here's what they say:""Not intended for use by pregnant or nursing women. If you are taking any medications, planning any medical procedure, or have any medical condition, consult your doctor before use. Avoid this product if you are allergic to sunflowers, ragweed or daisy-like flowers. Discontinue use and consult your doctor if any adverse reactions occur. Not for use by persons under the age of 18.""ALSO: you're supposed to keep them refrigerated after opening. I've never had to do that with multi-vitamins before and never would have even thought to check for that on the label. The precautions and instructions are written far too small.These vitamins do contain mega-doses of B-vitamins, which are good for energy, and, oddly enough, allergies-- which I guess you're going to need if you're one of the many people who are allergic to ragweed!I did fine the first time I took these vitamins. The second time, I took them at night with a snack and then woke up several times in the middle of the night with stomach cramps. Done with these. Back to Rainbow Light.",2.0,Read the Label,1382572800,"10 24, 2013"
2967,A1GW72TCTBL2L0,B0000532GH,Leeser,1,1,"These do a good job. Unlike some others that seem to expire quickly, these last a long time. I buy them regularlyl.",5.0,Good product,1368748800,"05 17, 2013"
326833,A38U7DZS18TTFS,B00FCEINOE,Scotti Tran,1,1,Been taking them regularly. No side effects.  These are green and have very strong herbs scent.  Which is a good sign.,5.0,Fir my dad.,1393113600,"02 23, 2014"
185487,AF3BYMPWKWO8F,B00336EUTK,Joe MacBu,5,5,"I tried using these strips twice, but it hurt my gums each time.They became very sensitive due to the peroxide I guess. They remained sensitive for about 2 hours after removing the strips.However, I have a friend who loves this product and her teeth are pearly white. She has no sensitivity issues.",3.0,Hurts,1268870400,"03 18, 2010"
109179,A1I2462DIGNIW4,B00164LKQ2,"EC ""Failure is simply the opportunity to begi...",1,1,"This 6 pack cream for the price you are paying is worth buying at Amazon. It contains the main ingredient prescribed by doctors and it is similar to Econazole Nitrate Cream which treat fungal infections. I highly recommend buying this cream for those who constantly go to the gym where fungus infections are extremely high. Do not buy other creams, this will do the trick.",5.0,Miconazole Nitrate 2 % Antifungal Cream - 1 Oz (Pack of 6),1373328000,"07 9, 2013"
20034,AV9LJS8A0CTGH,B00028M616,jenny867,1,1,"I bought this hoping for a boost in energy without icky side effects like the ones caffeine and energy shots produce. I got the energy boost just taking 3 tablets per day (all at once), but I also got an unexpected side effect. I've had a sort of mental fog for a couple of years now that makes a lot of daily tasks in my job difficult to completele quickly...on the second day of taking these I noticed that I was completing the tasks with MUCH more efficiency, and my thought process seems to be a lot clearer. Very happy about that and the energy!",5.0,Unexpected benefit,1381622400,"10 13, 2013"
92483,A2ZY23X9IKXMON,B0010B8ZPA,Entronaut,0,0,This is a product that is absolutely delightful to use. It almost makes one want to retire the dishwashing machine. Bravissimo!,5.0,Outstanding!,1253577600,"09 22, 2009"
59371,A1QBOC76MIOJYP,B000HE9YVU,MyPenName,1,4,"I bought this a few months ago and used it in our old dishwasher. When I say old, I mean like 15 years old, so there was alot of yuck and buildup in there. I also have well water (hard water), so that leads to even more buildup.I used one bottle of Summit and only barely noticed a difference. I think maybe if I had used it a few more times I would have had better results. I give it 3 stars because I am not totally sure how well it works - I can't say it's amazing, as it did not totally clean up the dishwasher, but I can't honestly say it doesn't work either since my machine was old as dirt and as I said had alot going on with hard water etc.We have since gotten a new dishwasher, so I will keep this product in mind for future use. I do believe it is worth a try and I would buy it again, as well as recommemd it.",3.0,I  may have had a severe case...,1337904000,"05 25, 2012"
222014,A16MDLYHMWJDT4,B004BKLHFC,C. Dominguez,7,10,"Read about sea buckthorns use for rosacea.I have suffered with it for a long time, nothing helped. I've been using the oil daily and the redness on some parts of my face has almost faded away! The more stubborn places i am hoping will just take a bit longer. Another reviewer said it took her 3 mo to get rid of hers, so I'll keep trying- but I can  honestly say it has worked, and after only a week or two!",5.0,IT WORKS!,1351987200,"11 4, 2012"
163628,ABKT3GDKX168K,B002E0S2RC,Syberspaced,0,0,these tiny batteries are 5 times the cost at a jewelry shop or department store.  I recommend you buy this product.,5.0,batteries for less money.  who could resist.,1365379200,"04 8, 2013"
8231,A1UZBRB3KMRE23,B00009ZY40,lhutton,8,8,"OMRON H003D Large Adult Accessory CuffBought this in 2008 as the blood pressure cuff I previously had was a bit snug on my arm as I was a bit overweight. I purchased this cuff as it said it would work with 13"" to 17"" arms & I was about 13"". Being on the smaller end of the scale I found it to be a tad big for me as.  Although I am a larger woman for my height (I'm 5' 2""), I am still petite in arm length,  although not in arm diameter.Due to my petite length arm the cuff sits a bit high on my upper arm and doesn't seem to fit well.  I just don't have enough shoulder to crook of arm length.  I think anyone purchasing this needs to be aware of their arm length before buying.  Anyone who needs to purchase petite length shirts or sweaters will probably find this cuff too tall to sit properly on their arms.",4.0,Worked Okay But Not Well on Petite Length Arm,1330128000,"02 25, 2012"
181063,A3S0B29H1VBB1W,B002Y26V78,Lockhart,2,2,"Decided to give these a try due to good reviews, good prize with Amazon Subscribe & Save, and the desire to get rid of some of the less-than-green items in my household. After a weekend of laundry-doing, I am very happy with these sheets. My clothes are soft as ever, but with less wrinkles than clothes dried with my normal Bounce dryer sheets. The smell is great, though not very strong once dried on the clothes, and I can't think of a reason not to get these if they are in your price range. I do have to keep them stored in a zip-top storage bag since you have to keep them moist, and once the package is open, its open, but not a terrible inconvenience for a product that I'm happy with.",5.0,"Two thumbs up after my first ""organic"" wash",1276473600,"06 14, 2010"
224780,AKYQ59VS0B38Q,B004G5PJMO,"Yocheved ""Yocheved""",2,2,"300 sheets is a joke. Gone in a minute. Don't like the design either. Packaging is a good concept, but paper not plastic would be better. ot sure why Amazon changed my ""subs"" to this from the single rolls, but have ordered the single rolls w/ 500 sheets per roll. WHY re-invent the wheel?? They had a good product, leave it alone!!",1.0,toilet paper,1336867200,"05 13, 2012"
246933,A2KUPH96YRYLJZ,B005ACNPLO,"Drew Cheney ""Lover of beer and food""",0,0,"I have sensitive skin, so it's always been hard for me to find a shaving method that didn't leave my face looking like I'd been attacked by a lawnmower. It's important to know what type of ""sensitive skin"" you have, though: Is your skin irritated by chemicals, friction/shaving, or both?Luckily, my skin really isn't chemically sensitive, but the act of shaving always irritated the skin on my face and neck. In a weird twist, I found out that razors with multiple blades actually tear up my face, the more blades they have, so finding an old double-edged safety razor was my first step to a happier face.With only one blade touching my skin, I need to make sure that whatever gel, foam, or cream I use is as slick and comfortable as possible. I used this for a week in order to make sure that I was giving it a fair review, and I have to be honest that I'm happy I'm back to my regular cream. This gel is only ""OK"" for my face because it's just not as slick as the product I'm currently using, and some irritation crops up before the shave is over.It has a pleasant clean scent that doesn't linger once you rinse. There is menthol, so if you're chemically sensitive, this product is a no-go.",2.0,"It's OK if you don't have sensitive skin: Know your skin, and then choose the right product",1316390400,"09 19, 2011"
332395,AW5JSQCHC2ZJO,B00GY2AY18,Basil MacDougal,0,0,"I like every Dove product I have ever tried.  This is no exception.  I love the light fresh scent and the antiperspirant lasts all day.  What more can you ask for.  Oh, maybe an affordable price?  Well, this is a good price from Amazon and I would compare the quality to some of the higher priced deodorants in the market.",4.0,Dove Advanced Care Antiperspirant Deodorant,1403049600,"06 18, 2014"
289265,A35IGR2BOFGI4S,B008VDBJ2Q,Ronald Sheets,0,0,"If you use a cane, this one can't be beat! I got it as a gift for my girlfriend, and she speaks very highly of it. It came in a timely manner, and I left it in the box until she took it out.",4.0,Hurry up and hand me my cane!,1366848000,"04 25, 2013"
95905,A38Z2QSVGNWWKX,B00124S3HU,"Amazon Customer ""Silver""",0,0,I like the price and the product cleans so I don't have to floss which I don't like don't always do flossing right. So these do a good job where I can't.,5.0,Use these in between teeth.,1368489600,"05 14, 2013"
152016,A1WM6XOZFJQ3PL,B001VH6F9G,Daniel Ramirez,0,0,"No razor lasts for ever, not even the electric kind. Eventually your razor will just not cut as well as it used to. When this is the case, you end up buying one of these. All I can really say about this product is that it works, lasts a good amount of time and is reasonably priced.",5.0,A necessary evil,1297987200,"02 18, 2011"
325117,AJQNHQ9BZKMH1,B00EPNGR28,Eddie L.,0,0,"I had already ordered their Spirulina, and while doing more research it was recommended to mix these two together in a 2:1 ratio (2 parts Spirulina, one part chlorella.) So I ordered up some, and man is it fresh looking, and smelling. It is a little off putting with it's grasy/hay like scent, but I guess that is better then the fishy.oceanic smell of the spirulina. Though it is stronger (worst) tasting, it doesn't matter as I mix the two with Bulksupplements DMAE powder, and their tumeric along with fruits and veggies. My bathroom trips have been terrific! It really cleans you out.",5.0,Fantastic chlorella powder,1390521600,"01 24, 2014"
61847,A1ZXVKJTHKGA97,B000IRLJ00,Mushjet,0,0,I have been using this product for years to help with the canker sores I get. The product seems to help with the healing process.,5.0,Lysine,1369872000,"05 30, 2013"
112408,A1JH5EKCDJPXSH,B0018763BE,"LBDDiaries ""LBDDiaries""",0,0,"Even though these drops are sugar-free, they pack flavor and work good on a dry and scratchy throat.  You can't go wrong with Halls!",5.0,Great drops,1394928000,"03 16, 2014"
176938,A3OQ35QSWKL5AX,B002TSM80G,Syl,0,0,Not good at all...very thin plastic an hard to deal with. I did try it for a couple week but just didn't get it. I tossed an got another kind.,1.0,Pill cutter,1350950400,"10 23, 2012"
115152,A3KIHIO3VQF7T8,B0019ZEVZU,Fletch,6,7,"Toothbrush cleans your teeth and gives you that uuhhnnn clean feeling, I like it, also a noticable change in the white of my smile.",4.0,No more Dirty Mouth,1304208000,"05 1, 2011"
205905,A1Z4LX3Q1YMF84,B003UEGZ5C,"MERCY &amp; ME ""Cindy O""",0,2,"INSTEAD OF RECEIVING  THREE SEPARATE BOXES OF 12 EACH, I RECEIVED ONE BOX OF 100. I WAS IN A SITUATION WHERE I HAD TO/MUST/COULD NOT DEVIATE FROM PLAN, USE 24 OF THESE 2 GALLON BAGS IMMEDIATELY.I HAD WEEVILS IN MY PANTRY AND THE BAD STUFF WAS THE BAD STUFF, BUT THE BREAD MIXES I HAD ORDERED FOR A PARTY THE NEXT DAY HAD TO BE SEPARATED AND PUT IN THE 2 GALLON BAGS. I HAD SEARCHED SCRUPULOUSLY FOR THE 2 GALLON BAGS.GUESS I WAS NOT SO SCRUPULOUS IN MY HONEST USE, BUT I COULD NOT DUMP MY BREAD MIXES AND TROT OFF TO THE STORE.WELL, I ADMIT TO KEEPING WHAT I HAD, BUT WAS UPSET BECAUSE I HAVE 76 BAGS THAT MAY BE CONTAMINATED WITH WEEVILS AND NO SEPARATE PLACES  TO PUT THE EXTRA BAGS. OH WOE IS ME!WILL ORDER 2.5 GALLON HEFTYS FOR NON CONTAMINATED USE AND USE THE 76 TO TOSS WEEVIL INFESTED STUFF. YUCK!Hefty One Zip 2.5 Gallon Jumbo Bags 16ct (pack of 2)MUST HAVE BEEN AN ERROR ON FILLING ORDER, BUT A PAIN OF ONE!",2.0,NOT A THREE PACK,1381449600,"10 11, 2013"
11066,A3D5PYW78GKDWV,B00012FIMC,M. Wilson,0,0,This was far cheaper than local pharmacies for a quality product. The expiration is 10 months out which is plenty of time to use it.,5.0,Great price and expiration is 10 months out,1377993600,"09 1, 2013"
91248,A2A6YDHUHQKHYI,B000YNKELI,Kinx,0,0,These dissolve slowly under the tongue and that is what I wanted. I have bought some that just turned to mush as soon as it hit my mouth. Not this one. Great item at great price. Recommend.,5.0,Great!,1400716800,"05 22, 2014"
1538,A12QIPPY4AQ3UQ,B000052WWV,bocacoder,1,1,"I've had several issues with my skin, and this product has worked better than all of the other over-the-counter and prescription products I've tried. I have this on subscribe and save now. I use it in conjunction with the PediFix FungaSoap.",5.0,Best product so far,1368835200,"05 18, 2013"
182693,A37O9XJQ69X2AK,B0030E4UIQ,"VinnyTestaverde ""kungfukoh""",0,0,these little packets are perfect for cleaning your glasses.  They work well on computer screens and smartphones too.  Does not leave any streaks.,5.0,works well,1331596800,"03 13, 2012"
186768,A3IPTF2KCX23O0,B0034BV6KA,Tracy,0,0,"i own several other types of fabric shavers, this one is just not special at all, to be used on very fine (small) piles only.",1.0,hate it,1357603200,"01 8, 2013"
25549,AU74XRD8T1L8Z,B00068GKCI,tryin get skinny,18,23,"I had recieved this in 3days. I started this the next day. I feel a big different in how I feel. I have more patients, I feel more in peace. I heard about this product from Dr. OZ. It does not give me energy, It make you feel you can face any problems without cause.",5.0,Great pick me up,1309046400,"06 26, 2011"
112208,A15W83GY1DSULS,B001803OS6,"Jamie ""Jamie""",0,0,I did a pile of research on body fat scales.  This one is awesome.  Accurate repeatable performance.  You can spend more but you won't get a better scale.,5.0,Great scale.,1369353600,"05 24, 2013"
279767,A3RIF4IUC6B89H,B0080HY43Y,The Flying Dutchman,0,0,"I figured i would give this thing a try, it sounded intriguing at the time but i can not seem to get the darn thing to stay inside me, maybe if it would have been a more solid material it would work better.",3.0,Too Flimsy,1378166400,"09 3, 2013"
334382,A2XAQOWHRPY98K,B00HF3XSRW,"Rick R. Reed ""Seattle Book Lover""",1,1,"This has become my dedicated go-to shaver for &#34;downtown&#34;. Its design allows for smooth, effortless shaving of those sensitive areas. It glides easily and I have never encountered a single nick, which is good when you consider what you're shaving. Have not used on other parts of my body, so can't speak to those. I'll refrain from posting a clean-shaven &#34;after&#34; pic. Recommended.",4.0,Naughty Bits,1398038400,"04 21, 2014"
216427,A3LWVPC3KVQAFR,B0043P0HFQ,"WOLFNme ""WOLFNme""",0,0,"if you drink COFFEE DAILY in a car MUG , these are A MUST TO GET Down in crevices where coffee builds up cleans AMAZINGLY!Same is true to milk bottles , use antibacterial dish  wash for sure and its a FANTASTIC DUO!USE DRY before soap is put in to clean stove tops and ceramic counter tops  where small particles stick to surface , instead of using nails to scratch debris,  use these.its no scratch so it makes for thorough dry scalping of surfaces then go back and wash down as usual. USE inside individual EGG holder's  in the Fridgeyou know  sometimes previous eggs cracked and never got to clean  remains..this does the job first dry then wet w soap in side , many uses never want to run out",5.0,Cup driinker of Anythign thesea r must,1382227200,"10 20, 2013"
261673,AVFP6Y641X6CZ,B006F4F38O,Bay Buyer,0,0,"Nice scent, but only lasted in my home 10 minutes. We all started sneezing and so did all my cats.",3.0,ALLERGIC TO IT...,1355270400,"12 12, 2012"
286134,A2UKE7GIVC7XFW,B008KEJ1LM,T. Kunikov,73,83,"For the longest time I've been looking for another trimmer that can be used in the shower.  It simply saves time and energy in that one doesn't need to worry about hair falling all over the place when they're trimming.  I've been using the same Panasonic trimmer that allows for use in the shower for years, probably close to a decade.  So, when I saw this trimmer was available, I couldn't pass up the opportunity to test it out.  So, already a benefit is that it can be used at the sink or in the shower.  Compared to my old Panasonic trimmer, the blade is excellent, although not as wide as my old Panasonic, and I could immediately tell that there was a difference in terms of results.  I was able to get better results in less time.  Unfortunately, when I took off the comb attachment to get as close a trim as possible, there were a few instances of hairs being pulled rather than trimmed.  No product is perfect, unfortunately, and since I usually follow up with the Andis Outliner, I can readily leave the comb attachment on in the future.  So aside from pulling a few hairs, the only other downside is that it is not as good as the Andis, which gives me the best results compared to close to a dozen trimmers that I've tried in the past few years.  But this one beats them all since, once more, it can be used in the shower, thereby saving time in terms of cleanup.  If you're not looking for the closest possible trim (which really this trimmer isn't advertising and why I have not taken off any stars in my review) but would rather follow the mm size settings that are available on this trimmer, then this Panasonic should definitely fulfill your needs.",5.0,Excellent trimmer,1353542400,"11 22, 2012"
110578,A2JFG0J3E30JP7,B0016RWNQK,Vegan For Life ftp,0,0,"Even though I'm a female I decided to try this deodorant. The first two reasons are: there were limited choices of vegan deodorants available when I found this at one of the websites I generally order from,and this was one of them. The other of these 2 reasons is that the girlie deodorants all implied they smelled like citrus or ""food"", which I always pass on if I'm going to wash with something or put it on my body. I've spritzed dog cologne under my arms,but I refuse to use a mango citrus vanilla pomegranate tea tree oil apple deodorant, lotion, shampoo,soap or hair spray. And anything else I left out.The next reason was,it smells like pine. Who doesn't love the nice,fresh smell of pine trees,right?And the main, main reason is,it is vegan;with no animal testing,and no animal ingredients used in the product,which is more or less covered in the first reason.Unless my bottle was a fluke,you would never pick this if you were doing a blindfold ""pick the pine scent spray"" test. How they get that it is pine puzzles me. What it Does smell like is a sort of incense. A sort of sweet,spicy scent with a hint of something like cedar or calamine lotion.  It's a sort of nice-smelling stuff. It doesn't surround you or reek 2 feet away or anything,but I suppose in a sleeveless shirt or tank top you would notice it was there. It isn't a loud or obnoxious presence though. And if someone really wanted to,they could add a few drops of their favorite essential oil to this,to make it have s scent they(or whoever nuzzles them) finds appealing.This product separates into a clear liquid and a pinkish stuff that settles at the bottom (it has calamine in it),so you always have to shake it. An oil would always blend in when you used it. I got a bottle with a defective sprayer so I had to buy a small (2 ounce) travel spray bottle to put it in. And I only put a small amount (about an inch or two) into the bottle at a time. I found it's actually a better way to do it because at those times when I'm just grabbing my keys and running out the door I can just give a fast squirt or two under each arm and leave. (I rarely need or use deodorant,never use antiperspirant. But in hot weather or those green-inspired ""don't need a shower"" days...a little spritz of something doesn't hurt. Showers aren't ""wasting water"" but I think unneeded showers can fall into the not so green or not so eco-friendly category. (Yes. They use chemicals and fossil fuel and electricity to treat water once it goes down the drain).This deodorant isn't really a gender-specific product but it isn't lily of the valley, either,even though adding a little scent or essential oil could make it more 'yo,dude' or ""pretty-in-pink""... depending on what you put into it. I think guys or girls can use this. (I never wear cologne and will rarely wear an essential oil scent. I suppose what something,like deodorant, smells like, doesn't matter at all to someone who uses a cologne or parfum on a regular basis. And,for people who get migraines triggered by cologne or other scent sprays (whatever it is in scent-wear [especially colognes] that trigger headaches ),this doesn't do that. Or have that in it. I can't wear cologne or be around someone who wears cologne because all it takes is takes ten minutes or less for it to cause a 3 day migraine. Which is why, when I went shopping for scents,I got the Aveda essential oil in their Singular Note line (it's one-source scent,not a scent or oil made of a mixture of scents or essential oils).I don't know if deodorant reviews are really necessary,people generally need one,find it and buy it...but I also think there are enough people like I am,who don't like or don't want to use things that have a certain scent,or who might have whatever odd sensitivity it is,that I have, which translates into getting a headache I'd really choose to avoid,if I could,because of some chemical they must put in certain spray mixtures. And it may be only limited to colognes or perfumes.This deodorant,and other personal care products(also vegan recipes I like or improvised on my own) are covered in my Facebook profile. Which has been deactivated for awhile. I made it a vegan-info profile. At some point in the future,when I can face going through the shared links and shared pictures of abused,tortured,captive and slaughtered animals,I might re-open the info on my Facebook profile. Most vegans,if not all vegans,are vegan for a reason. And the reason is the cruel and inhuman treatment that animals are tortured by, in labs, or killed by, for food,at the hands of a monster. At the hands of man. And lab animals are also killed after the testing and experiments,when the tests or experiments themselves don't kill them. If and when I make some of my Facebook info public(again)I'll put a note on my Interests section here on amazon,where it was before,when my Facebook profile was up and running; open and public. One of the main reasons,or the main reason I closed it down was because seeing that every time I went there was so upsetting and depressing it was having a very bad effect on me. But I still didn't just forget about the animals. I never forget about them. I have pets that have nice lives the billions of animals man kills and tortures every year,will never know or have one second of.... Happiness. Comfort. Contentment. ....they don't get one minute of anything even close to the life they would have if they lived their normal life. They're born into a nightmare. And then weeks or months or years later,they're killed or slaughtered,which is the only end the nightmare has.  Even grocery shopping is upsetting and depressing and can trigger PTSD. I know what is done to fill the meat counters and the milk containers,and the rows and stacks of egg cartons; and the tests for all the make-up and shampoo.  And everything else,that was used to torture and abuse, so cruelly,so inhumanly,the rabbit or mouse or whatever other helpless creature that was abused or poisoned for face cream or bathroom cleaner;or toothpaste or laundry detergent;or, you name it,pick any store shelf. Most likely an animal died or was killed to fill that package.What they do to animals doesn't need to be done. And it needs to be stopped.",5.0,I Got This For 4 Reasons,1384128000,"11 11, 2013"
246431,A13MKSASQ6YWL7,B005ACNP5K,B. Willis,1,1,"To begin, let me say that Remington's ""King of Shaves Alphagel"" works well.  It lubricates your face nicely and offers a smooth and close shave.  The menthol feel is refreshing, yet the gel is not strongly scented.This product produces very little lather or foam.  So if you are used to the usual foamy sort of gel, you'll find this to be a different kind of shave.Personally, I think that I prefer more foam and I typically use Edge or Gilette gel for sensitive skin.  However, I've used this product for awhile now and I have not thus far switched back to the more typical gel shave creams, which ought to tell you that it's pretty decent or else I would have stopped using it after a couple of shaves.Will I personally buy this going forward?  Probably not.  Do I like it and would I recommend this product?  Yes, I would.  I think that it does exactly what it's supposed to and it does it well.  It's just that it does it a bit differently.",4.0,A different kind of shave but a good shave nonetheless,1319068800,"10 20, 2011"
81811,A2IKGERD6QTFZQ,B000TFX3BO,"Doug ""tech guy""",0,0,"I've got a lot of achy joints.  This fits the bill.  I put it in a pillow case and ice wherever and I usually feel better.  Its large and retains the cold for a long time too.  It hasn't leaked yet either, which the cheap drugstore ones tend to do.",5.0,Excellent ice pack,1398816000,"04 30, 2014"
32761,A1S7280IC8N999,B0009J4Y9U,Olga Antropova,0,0,"Not fancy but does the job well and lasts a long time.Downside is, it seems to grow mold faster than other sponges I use.",4.0,Cleans well,1387324800,"12 18, 2013"
73346,A2JFMZEVGTZF3M,B000OFKDXA,Teena,2,2,"I wear nitrile gloves at work (healthcare) and I have also bought them from Costco for home use, and I always wear a large - medium is usually too small.  I ordered these in large and they are more like a medium.The quality of the glove is fine, but I wish they were a little larger.",3.0,Not sized like other nitrile gloves I have used,1326499200,"01 14, 2012"
